,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,yyyy,mm,dd,week_relative,week_absolute,Date
1241,8,857796,0,66.96,3.721,226.365,5.401,2012,9,21,142,38,9/21/2012
1242,8,884724,0,71.1,3.666,226.568,5.401,2012,9,28,143,39,9/28/2012
1243,8,1021400,1,35.71,3.409,223.802,5.825,2012,10,3,144,40,10/3/2012
1244,8,930746,0,83.74,3.494,225.523,5.401,2012,10,10,145,41,10/10/2012
1245,8,900310,0,62.99,3.594,227.018,5.124,2012,10,19,146,42,10/19/2012
1246,8,891671,0,64.74,3.506,227.037,5.124,2012,10,26,147,43,10/26/2012
1247,8,905900,0,64.85,3.597,226.161,5.402,2012,11,2,148,44,11/2/2012
1248,8,920129,0,64.96,3.688,225.284,5.679,2012,11,7,149,45,11/7/2012
1249,8,921606,0,62.974,3.671,225.622,5.568,2012,11,16,150,46,11/16/2012
1250,8,923082,0,60.988,3.653,225.96,5.457,2012,11,23,151,47,11/23/2012
1251,8,924559,0,59.002,3.636,226.298,5.346,2012,11,30,152,48,11/30/2012
1252,8,926035,0,57.016,3.618,226.636,5.235,2012,12,7,153,49,12/7/2012
1253,8,927512,0,55.03,3.601,226.974,5.124,2012,12,12,154,50,12/12/2012
1254,8,927512,0,55.03,3.601,226.974,5.124,2012,12,21,155,51,12/21/2012
1255,8,927512,0,55.03,3.601,226.974,5.124,2012,12,28,157,52,12/28/2012
1256,9,495692,0,69.08,2.603,215.214,6.56,2010,1,9,0,1,1/9/2010
1257,9,506024,0,69.78,2.626,215.051,6.523,2010,1,15,1,2,1/15/2010
1258,9,516356,0,70.48,2.649,214.888,6.486,2010,1,22,2,3,1/22/2010
1259,9,526688,0,71.18,2.671,214.725,6.45,2010,1,29,3,4,1/29/2010
1260,9,537019,0,71.88,2.694,214.562,6.413,2010,2,5,4,5,2/5/2010
1261,9,524174,0,57.47,2.604,214.706,6.414,2010,2,12,5,6,2/12/2010
1262,9,511328,0,43.06,2.514,214.851,6.415,2010,2,19,6,7,2/19/2010
1263,9,473773,0,43.83,2.561,214.878,6.415,2010,2,26,7,8,2/26/2010
1264,9,509190,0,55.005,2.602,214.995,6.458,2010,3,5,8,9,3/5/2010
1265,9,544607,0,66.18,2.642,215.111,6.501,2010,3,11,9,10,3/11/2010
1266,9,485745,0,53.15,2.72,214.76,6.415,2010,3,19,10,11,3/19/2010
1267,9,484947,0,51.8,2.732,214.553,6.415,2010,3,26,11,12,3/26/2010
1268,9,535504,0,65.725,2.718,214.639,6.4,2010,4,2,12,13,4/2/2010
1269,9,586061,0,79.65,2.705,214.726,6.384,2010,4,7,13,14,4/7/2010
1270,9,485764,0,66.09,2.808,214,6.384,2010,4,16,14,15,4/16/2010
1271,9,488684,0,61.26,2.795,213.95,6.384,2010,4,23,15,16,4/23/2010
1272,9,520614,0,52.04,2.676,214.277,6.4,2010,4,20,16,17,4/20/2010
1273,9,507298,0,48.43,2.625,214.905,6.415,2010,5,5,17,18,5/5/2010
1274,9,505331,0,64.61,2.772,214.677,6.472,2010,5,13,18,19,5/13/2010
1275,9,506275,0,71.5,2.826,214.14,6.384,2010,5,21,19,20,5/21/2010
1276,9,558144,0,77.12,2.759,214.433,6.384,2010,5,28,20,21,5/28/2010
1277,9,540479,0,82.105,2.693,214.749,6.413,2010,6,4,21,22,6/4/2010
1278,9,522815,0,87.09,2.627,215.065,6.442,2010,6,9,22,23,6/9/2010
1279,9,513074,0,82.99,2.637,215.017,6.384,2010,6,18,23,24,6/18/2010
1280,9,509263,0,85.02,2.653,214.897,6.384,2010,6,25,24,25,6/25/2010
1281,9,517696,0,76.8,2.744,214.373,6.384,2010,7,2,25,26,7/2/2010
1282,9,526129,0,68.58,2.835,213.848,6.384,2010,7,7,26,27,7/7/2010
1283,9,474031,0,82.93,2.623,214.647,6.442,2010,7,16,27,28,7/16/2010
1284,9,462676,0,84.49,2.608,214.787,6.442,2010,7,23,28,29,7/23/2010
1285,9,468675,0,79.83,2.64,214.926,6.442,2010,7,30,29,30,7/30/2010
1286,9,481079,0,77.965,2.651,215.086,6.472,2010,8,6,30,31,8/6/2010
1287,9,493484,0,76.1,2.662,215.247,6.501,2010,8,12,31,32,8/12/2010
1288,9,499325,0,86.3,2.664,215.162,6.442,2010,8,20,32,33,8/20/2010
1289,9,506790,0,84.01,2.619,215.12,6.442,2010,8,27,33,34,8/27/2010
1290,9,529384,0,64.95,2.77,214.14,6.384,2010,9,3,34,35,9/3/2010
1291,9,485389,0,78.51,2.642,214.656,6.442,2010,9,8,35,36,9/8/2010
1292,9,463449,0,81.19,2.582,215.062,6.442,2010,9,17,36,37,9/17/2010
1293,9,452905,0,77.15,2.624,215.138,6.442,2010,9,24,37,38,9/24/2010
1294,9,468870,0,77.425,2.594,215.087,6.442,2010,10,1,38,39,10/1/2010
1295,9,484835,1,77.7,2.565,215.036,6.442,2010,10,8,39,40,10/8/2010
1296,9,536446,0,56.73,2.782,215.179,6.56,2010,10,14,40,41,10/14/2010
1297,9,466323,0,69.99,2.725,215.408,6.56,2010,10,22,41,42,10/22/2010
1298,9,508802,0,64.43,2.716,215.457,6.56,2010,10,29,42,43,10/29/2010
1299,9,522716,0,83.75,2.668,215.019,6.384,2010,11,5,43,44,11/5/2010
1300,9,521269,0,66.855,2.72,215.228,6.472,2010,11,12,44,45,11/12/2010
1301,9,519823,0,49.96,2.771,215.437,6.56,2010,11,19,45,46,11/19/2010
1302,9,768071,1,60.18,2.735,215.291,6.56,2010,11,26,46,47,11/26/2010
1303,9,523412,0,46.42,2.608,214.869,6.415,2010,12,2,47,48,12/2/2010
1304,9,520847,0,61.59,2.728,215.556,6.56,2010,12,10,48,49,12/10/2010
1305,9,685243,0,49.7,2.869,214.933,6.56,2010,12,17,49,50,12/17/2010
1306,9,873348,0,50.93,2.886,214.93,6.56,2010,12,24,50,51,12/24/2010
1307,9,459771,1,45.92,2.943,214.927,6.56,2010,12,31,51,52,12/31/2010
1308,9,494392,0,59.275,3.234,216.77,6.476,2010,1,1,52,53,1/1/2010
1309,9,529013,0,72.63,3.524,218.612,6.392,2011,1,6,53,1,1/6/2011
1310,9,458087,0,36.43,2.983,214.975,6.416,2011,1,14,54,2,1/14/2011
1311,9,454022,0,44.72,3.016,215.355,6.416,2011,1,21,55,3,1/21/2011
1312,9,463561,0,43.9,3.01,215.736,6.416,2011,1,28,56,4,1/28/2011
1313,9,521220,0,55.993,3.181,218.313,6.322,2011,2,4,57,5,2/4/2011
1314,9,578879,0,68.085,3.352,220.89,6.229,2011,2,10,58,6,2/10/2011
1315,9,610986,0,58.5,3.045,216.815,6.416,2011,2,18,59,7,2/18/2011
1316,9,513107,0,59.01,3.065,217.11,6.416,2011,2,25,60,8,2/25/2011
1317,9,587004,0,85.8,3.699,218.878,6.38,2011,3,5,61,9,3/5/2011
1318,9,551115,0,74.81,3.593,218.417,6.398,2011,3,11,62,10,3/11/2011
1319,9,515226,0,63.82,3.488,217.956,6.416,2011,3,18,63,11,3/18/2011
1320,9,497488,0,68.79,3.473,218.201,6.416,2011,3,25,64,12,3/25/2011
1321,9,543314,0,46.245,3.138,216.76,6.416,2011,4,2,65,13,4/2/2011
1322,9,553226,0,54.713,3.338,218.479,6.316,2011,4,8,66,14,4/8/2011
1323,9,563138,0,63.18,3.537,220.198,6.217,2011,4,13,67,15,4/13/2011
1324,9,549502,0,72.35,3.807,219.086,6.38,2011,4,22,68,16,4/22/2011
1325,9,532226,0,70.85,3.81,219.259,6.38,2011,4,29,69,17,4/29/2011
1326,9,554880,0,91.52,3.684,219.135,6.404,2011,5,7,70,18,5/7/2011
1327,9,539126,0,77.66,3.899,219.604,6.38,2011,5,13,71,19,5/13/2011
1328,9,518267,0,70.49,3.907,219.362,6.38,2011,5,20,72,20,5/20/2011
1329,9,553834,0,80.42,3.786,219.12,6.38,2011,5,27,73,21,5/27/2011
1330,9,545251,0,62.2,3.906,219.432,6.38,2011,6,4,74,22,6/4/2011
1331,9,551961,0,75.675,3.772,219.01,6.38,2011,6,10,75,23,6/10/2011
1332,9,558671,0,89.15,3.637,218.588,6.38,2011,6,17,76,24,6/17/2011
1333,9,538746,0,86.74,3.594,218.684,6.38,2011,6,24,77,25,6/24/2011
1334,9,490982,0,41.82,2.976,214.923,6.416,2011,7,1,78,26,7/1/2011
1335,9,553837,0,72.62,3.285,220.664,6.054,2011,7,9,79,27,7/9/2011
1336,9,512834,0,90.45,3.575,218.961,6.404,2011,7,15,80,28,7/15/2011
1337,9,491450,0,89.08,3.651,219.019,6.404,2011,7,22,81,29,7/22/2011
1338,9,471450,0,91.1,3.682,219.077,6.404,2011,7,29,82,30,7/29/2011
1339,9,548805,0,80.22,3.551,218.783,6.392,2011,8,5,83,31,8/5/2011
1340,9,544812,0,83.01,3.552,219.019,6.398,2011,8,12,84,32,8/12/2011
1341,9,540819,0,85.8,3.554,219.256,6.404,2011,8,19,85,33,8/19/2011
1342,9,542664,0,88.95,3.523,219.319,6.404,2011,8,26,86,34,8/26/2011
1343,9,535724,0,82.3,3.534,219.382,6.404,2011,9,2,87,35,9/2/2011
1344,9,528785,1,75.65,3.546,219.446,6.404,2011,9,9,88,36,9/9/2011
1345,9,565301,0,57.8,3.342,221.143,6.229,2011,9,14,89,37,9/14/2011
1346,9,506744,0,74.42,3.467,219.975,6.404,2011,9,23,90,38,9/23/2011
1347,9,508567,0,78.45,3.355,220.32,6.404,2011,9,30,91,39,9/30/2011
1348,9,550076,0,85.81,3.648,218.637,6.38,2011,10,6,92,40,10/6/2011
1349,9,529516,0,67.27,3.274,220.984,6.054,2011,10,14,93,41,10/14/2011
1350,9,557075,0,65.46,3.353,221.15,6.054,2011,10,21,94,42,10/21/2011
1351,9,548527,0,63.96,3.372,221.316,6.054,2011,10,28,95,43,10/28/2011
1352,9,536531,0,44.44,3.24,217.097,6.416,2011,11,3,96,44,11/3/2011
1353,9,594574,0,58.28,3.297,221.648,6.054,2011,11,11,97,45,11/11/2011
1354,9,542414,0,58.8,3.308,221.88,6.054,2011,11,18,98,46,11/18/2011
1355,9,814754,1,54.32,3.236,222.139,6.054,2011,11,25,99,47,11/25/2011
1356,9,667519,0,72.975,3.437,220.666,6.229,2011,12,2,100,48,12/2/2011
1357,9,520285,0,91.63,3.638,219.193,6.404,2011,12,8,101,49,12/8/2011
1358,9,705558,0,47.31,3.159,222.883,6.054,2011,12,16,102,50,12/16/2011
1359,9,905325,0,44.43,3.112,223.066,6.054,2011,12,23,103,51,12/23/2011
1360,9,549788,1,43.41,3.129,223.25,6.054,2011,12,30,104,52,12/30/2011
1361,9,583649,0,80.26,3.501,225.495,5.539,2012,1,6,105,1,1/6/2012
1362,9,474965,0,42.44,3.261,223.617,5.667,2012,1,13,106,2,1/13/2012
1363,9,480130,0,51.56,3.268,223.711,5.667,2012,1,20,107,3,1/20/2012
1364,9,482451,0,49.38,3.29,223.806,5.667,2012,1,27,108,4,1/27/2012
1365,9,619498,0,57.2,3.63,224.589,5.667,2012,2,3,109,5,2/3/2012
1366,9,639232,0,50.505,3.57,224.374,5.667,2012,2,10,110,6,2/10/2012
1367,9,658965,0,43.81,3.51,224.159,5.667,2012,2,17,111,7,2/17/2012
1368,9,563579,0,53.67,3.555,224.374,5.667,2012,2,24,112,8,2/24/2012
1369,9,549968,0,54.43,3.36,223.901,5.667,2012,3,2,113,9,3/2/2012
1370,9,533888,0,90.23,3.417,225.707,5.277,2012,3,8,114,10,3/8/2012
1371,9,550374,0,59.94,3.734,224.959,5.667,2012,3,16,115,11,3/16/2012
1372,9,550791,0,58.79,3.787,225.034,5.667,2012,3,23,116,12,3/23/2012
1373,9,574985,0,67.87,3.845,225.108,5.667,2012,3,30,117,13,3/30/2012
1374,9,586289,0,78.98,3.749,225.423,5.539,2012,4,5,118,14,4/5/2012
1375,9,578540,0,69.19,3.891,225.256,5.539,2012,4,13,119,15,4/13/2012
1376,9,542819,0,68.04,3.877,225.312,5.539,2012,4,20,120,16,4/20/2012
1377,9,550415,0,73.07,3.814,225.367,5.539,2012,4,27,121,17,4/27/2012
1378,9,578585,0,69.84,3.716,226.167,5.246,2012,5,4,122,18,5/4/2012
1379,9,606755,0,66.61,3.617,226.966,4.954,2012,5,10,123,19,5/10/2012
1380,9,571464,0,69.52,3.63,225.494,5.539,2012,5,18,124,20,5/18/2012
1381,9,547226,0,79.69,3.561,225.494,5.539,2012,5,25,125,21,5/25/2012
1382,9,519586,0,47.54,3.157,223.433,5.667,2012,6,1,126,22,6/1/2012
1383,9,628338,0,76.49,3.559,225.408,5.408,2012,6,6,127,23,6/6/2012
1384,9,564606,0,82.21,3.393,225.507,5.539,2012,6,15,128,24,6/15/2012
1385,9,562173,0,81.05,3.346,225.55,5.539,2012,6,22,129,25,6/22/2012
1386,9,544771,0,87.18,3.286,225.592,5.539,2012,6,29,130,26,6/29/2012
1387,9,547973,0,86.17,3.39,225.768,5.408,2012,7,6,131,27,7/6/2012
1388,9,551175,0,85.16,3.493,225.944,5.277,2012,7,11,132,28,7/11/2012
1389,9,513992,0,83.39,3.311,225.687,5.277,2012,7,20,133,29,7/20/2012
1390,9,495951,0,86.41,3.407,225.697,5.277,2012,7,27,134,30,7/27/2012
1391,9,539238,0,82.66,3.43,225.596,5.408,2012,8,3,135,31,8/3/2012
1392,9,582525,0,78.91,3.452,225.495,5.539,2012,8,8,136,32,8/8/2012
1393,9,535153,0,86.37,3.571,225.8,5.277,2012,8,17,137,33,8/17/2012
1394,9,572888,0,77.9,3.62,225.936,5.277,2012,8,24,138,34,8/24/2012
1395,9,576879,0,80.71,3.638,226.073,5.277,2012,8,31,139,35,8/31/2012
1396,9,574956,0,54.03,3.669,224.805,5.667,2012,9,5,140,36,9/5/2012
1397,9,523427,0,73.55,3.717,226.357,5.277,2012,9,14,141,37,9/14/2012
1398,9,533757,0,69.92,3.721,226.56,5.277,2012,9,21,142,38,9/21/2012
1399,9,516361,0,76.8,3.666,226.763,5.277,2012,9,28,143,39,9/28/2012
1400,9,609736,1,44.03,3.409,223.995,5.667,2012,10,3,144,40,10/3/2012
1401,9,538713,0,88.66,3.494,225.717,5.277,2012,10,10,145,41,10/10/2012
1402,9,542009,0,68.01,3.594,227.214,4.954,2012,10,19,146,42,10/19/2012
1403,9,549731,0,69.52,3.506,227.233,4.954,2012,10,26,147,43,10/26/2012
1404,9,571152,0,70.23,3.597,226.356,5.246,2012,11,2,148,44,11/2/2012
1405,9,592572,0,70.94,3.688,225.478,5.539,2012,11,7,149,45,11/7/2012
1406,9,585751,0,68.77,3.671,225.816,5.422,2012,11,16,150,46,11/16/2012
1407,9,578929,0,66.6,3.653,226.155,5.305,2012,11,23,151,47,11/23/2012
1408,9,572108,0,64.43,3.636,226.493,5.188,2012,11,30,152,48,11/30/2012
1409,9,565286,0,62.26,3.618,226.831,5.071,2012,12,7,153,49,12/7/2012
1410,9,558465,0,60.09,3.601,227.169,4.954,2012,12,12,154,50,12/12/2012
1411,9,558465,0,60.09,3.601,227.169,4.954,2012,12,21,155,51,12/21/2012
1412,9,558465,0,60.09,3.601,227.169,4.954,2012,12,28,157,52,12/28/2012
1413,10,1645893,0,86.01,3.001,126.235,9.003,2010,1,9,0,1,1/9/2010
1414,10,1732488,0,84.076,3.009,126.269,9.093,2010,1,15,1,2,1/15/2010
1415,10,1819083,0,82.143,3.016,126.303,9.182,2010,1,22,2,3,1/22/2010
1416,10,1905678,0,80.209,3.024,126.337,9.272,2010,1,29,3,4,1/29/2010
1417,10,1992273,0,78.275,3.032,126.371,9.362,2010,2,5,4,5,2/5/2010
1418,10,2052853,0,68.248,2.974,126.449,9.563,2010,2,12,5,6,2/12/2010
1419,10,2113433,0,58.22,2.915,126.526,9.765,2010,2,19,6,7,2/19/2010
1420,10,2006775,0,52.77,2.825,126.552,9.765,2010,2,26,7,8,2/26/2010
1421,10,2007772,0,60.128,2.944,126.484,9.433,2010,3,5,8,9,3/5/2010
1422,10,2008769,0,67.485,3.064,126.417,9.101,2010,3,11,9,10,3/11/2010
1423,10,1946875,0,61.46,3.054,126.607,9.765,2010,3,19,10,11,3/19/2010
1424,10,1893532,0,60.05,2.98,126.605,9.765,2010,3,26,11,12,3/26/2010
1425,10,1912469,0,71.435,2.96,126.371,9.644,2010,4,2,12,13,4/2/2010
1426,10,1931406,0,82.82,2.941,126.136,9.524,2010,4,7,13,14,4/7/2010
1427,10,1826241,0,69.74,3.109,126.562,9.524,2010,4,16,14,15,4/16/2010
1428,10,1829522,0,66.42,3.05,126.471,9.524,2010,4,23,15,16,4/23/2010
1429,10,1991872,0,62.05,3.034,126.411,9.644,2010,4,20,16,17,4/20/2010
1430,10,1987090,0,55.92,2.877,126.578,9.765,2010,5,5,17,18,5/5/2010
1431,10,1820134,0,72.46,3.077,126.35,9.264,2010,5,13,18,19,5/13/2010
1432,10,1847614,0,78.32,3.12,126.184,9.524,2010,5,21,19,20,5/21/2010
1433,10,1904618,0,76.67,3.058,126.16,9.524,2010,5,28,20,21,5/28/2010
1434,10,1926927,0,81.4,3.09,126.123,9.362,2010,6,4,21,22,6/4/2010
1435,10,1949236,0,86.13,3.123,126.085,9.199,2010,6,9,22,23,6/9/2010
1436,10,1837636,0,83.49,2.935,126.114,9.524,2010,6,18,23,24,6/18/2010
1437,10,1768172,0,90.32,3.084,126.127,9.524,2010,6,25,24,25,6/25/2010
1438,10,1844802,0,80.69,3.106,126.208,9.524,2010,7,2,25,26,7/2/2010
1439,10,1921432,0,71.06,3.127,126.29,9.524,2010,7,7,26,27,7/7/2010
1440,10,1828052,0,91.8,2.971,126.15,9.199,2010,7,16,27,28,7/16/2010
1441,10,1831676,0,88.44,3.112,126.128,9.199,2010,7,23,28,29,7/23/2010
1442,10,1832664,0,85.03,3.017,126.107,9.199,2010,7,30,29,30,7/30/2010
1443,10,1850129,0,83.868,3.002,126.139,9.15,2010,8,6,30,31,8/6/2010
1444,10,1867595,0,82.705,2.986,126.172,9.101,2010,8,12,31,32,8/12/2010
1445,10,1983191,0,89.88,3.041,126.077,9.199,2010,8,20,32,33,8/20/2010
1446,10,1727565,0,84.99,3.022,126.089,9.199,2010,8,27,33,34,8/27/2010
1447,10,2041069,0,65.29,3.004,126.602,9.524,2010,9,3,34,35,9/3/2010
1448,10,1769793,0,91.03,3.1,126.152,9.199,2010,9,8,35,36,9/8/2010
1449,10,1716756,0,85.52,3.028,126.145,9.199,2010,9,17,36,37,9/17/2010
1450,10,1655037,0,85.75,2.939,126.19,9.199,2010,9,24,37,38,9/24/2010
1451,10,1687783,0,84.895,2.95,126.152,9.199,2010,10,1,38,39,10/1/2010
1452,10,1720530,1,84.04,2.961,126.115,9.199,2010,10,8,39,40,10/8/2010
1453,10,2057820,0,67.995,3.086,126.56,9.003,2010,10,14,40,41,10/14/2010
1454,10,1740234,0,68.12,3.014,126.382,9.003,2010,10,22,41,42,10/22/2010
1455,10,1741309,0,68.76,3.13,126.436,9.003,2010,10,29,42,43,10/29/2010
1456,10,1827522,0,89.67,3.057,126.112,9.524,2010,11,5,43,44,11/5/2010
1457,10,1888349,0,74.25,3.052,126.36,9.264,2010,11,12,44,45,11/12/2010
1458,10,1949177,0,58.83,3.047,126.607,9.003,2010,11,19,45,46,11/19/2010
1459,10,2939946,1,55.33,3.162,126.669,9.003,2010,11,26,46,47,11/26/2010
1460,10,2058687,0,51.145,2.931,126.55,9.765,2010,12,2,47,48,12/2/2010
1461,10,1895902,0,61.24,3.13,126.546,9.003,2010,12,10,48,49,12/10/2010
1462,10,2811647,0,59.15,3.125,126.879,9.003,2010,12,17,49,50,12/17/2010
1463,10,3749058,0,57.06,3.236,126.984,9.003,2010,12,24,50,51,12/24/2010
1464,10,1707298,1,49.67,3.148,127.088,9.003,2010,12,31,51,52,12/31/2010
1465,10,1748425,0,65.585,3.478,127.996,8.689,2010,1,1,52,53,1/1/2010
1466,10,1789551,0,81.5,3.807,128.905,8.375,2011,1,6,53,1,1/6/2011
1467,10,1710804,0,49.98,3.312,127.301,8.744,2011,1,14,54,2,1/14/2011
1468,10,1677556,0,56.75,3.336,127.44,8.744,2011,1,21,55,3,1/21/2011
1469,10,1715769,0,53.03,3.231,127.58,8.744,2011,1,28,56,4,1/28/2011
1470,10,1814556,0,63.74,3.49,128.583,8.405,2011,2,4,57,5,2/4/2011
1471,10,1913342,0,74.45,3.75,129.586,8.066,2011,2,10,58,6,2/10/2011
1472,10,2106935,0,61.77,3.43,127.995,8.744,2011,2,18,59,7,2/18/2011
1473,10,1967997,0,53.59,3.398,128.13,8.744,2011,2,25,60,8,2/25/2011
1474,10,1792211,0,81.87,3.893,129.049,8.494,2011,3,5,61,9,3/5/2011
1475,10,1838473,0,75.995,3.892,128.781,8.619,2011,3,11,62,10,3/11/2011
1476,10,1884734,0,70.12,3.892,128.512,8.744,2011,3,18,63,11,3/18/2011
1477,10,1815799,0,62.53,3.716,128.616,8.744,2011,3,25,64,12,3/25/2011
1478,10,1963025,0,50.92,3.511,127.992,8.744,2011,4,2,65,13,4/2/2011
1479,10,1903064,0,57.865,3.735,128.675,8.464,2011,4,8,66,14,4/8/2011
1480,10,1843103,0,64.81,3.958,129.358,8.184,2011,4,13,67,15,4/13/2011
1481,10,2004831,0,75.93,3.917,128.955,8.494,2011,4,22,68,16,4/22/2011
1482,10,1873646,0,73.38,4.151,129,8.494,2011,4,29,69,17,4/29/2011
1483,10,1886300,0,89.8,3.803,129.185,8.257,2011,5,7,70,18,5/7/2011
1484,10,1712995,0,74.04,4.202,129.089,8.494,2011,5,13,71,19,5/13/2011
1485,10,1720908,0,72.62,3.99,129.076,8.494,2011,5,20,72,20,5/20/2011
1486,10,1743000,0,78.62,3.933,129.062,8.494,2011,5,27,73,21,5/27/2011
1487,10,1841370,0,73.56,4.193,129.044,8.494,2011,6,4,74,22,6/4/2011
1488,10,1829652,0,80.76,4.064,129.044,8.494,2011,6,10,75,23,6/10/2011
1489,10,1817935,0,87.96,3.935,129.043,8.494,2011,6,17,76,24,6/17/2011
1490,10,1711813,0,90.69,3.807,129.066,8.494,2011,6,24,77,25,6/24/2011
1491,10,1714310,0,43.43,3.287,127.192,8.744,2011,7,1,78,26,7/1/2011
1492,10,1788228,0,75.01,3.827,129.694,7.874,2011,7,9,79,27,7/9/2011
1493,10,1775068,0,86.01,3.779,129.134,8.257,2011,7,15,80,28,7/15/2011
1494,10,1774343,0,88.59,3.697,129.151,8.257,2011,7,22,81,29,7/22/2011
1495,10,1745841,0,86.75,3.694,129.168,8.257,2011,7,29,82,30,7/29/2011
1496,10,1785215,0,80.8,3.806,128.968,8.375,2011,8,5,83,31,8/5/2011
1497,10,1870032,0,84.1,3.774,129.104,8.316,2011,8,12,84,32,8/12/2011
1498,10,1954850,0,87.4,3.743,129.241,8.257,2011,8,19,85,33,8/19/2011
1499,10,1728399,0,91.59,3.663,129.283,8.257,2011,8,26,86,34,8/26/2011
1500,10,1699489,0,90.325,3.717,129.326,8.257,2011,9,2,87,35,9/2/2011
1501,10,1670580,1,89.06,3.771,129.369,8.257,2011,9,9,88,36,9/9/2011
1502,10,2040103,0,60.035,3.714,129.643,8.066,2011,9,14,89,37,9/14/2011
1503,10,1685911,0,82.51,3.789,129.518,8.257,2011,9,23,90,38,9/23/2011
1504,10,1627707,0,82.27,3.877,129.606,8.257,2011,9,30,91,39,9/30/2011
1505,10,1740063,0,84.57,3.981,129.036,8.494,2011,10,6,92,40,10/6/2011
1506,10,1704753,0,70.27,3.698,129.771,7.874,2011,10,14,93,41,10/14/2011
1507,10,1745929,0,77.91,3.842,129.782,7.874,2011,10,21,94,42,10/21/2011
1508,10,1771793,0,72.79,3.843,129.794,7.874,2011,10,28,95,43,10/28/2011
1509,10,2024439,0,57.865,3.505,128.129,8.744,2011,11,3,96,44,11/3/2011
1510,10,2076571,0,55.28,3.677,129.817,7.874,2011,11,11,97,45,11/11/2011
1511,10,1869088,0,58.97,3.669,129.827,7.874,2011,11,18,98,46,11/18/2011
1512,10,2950199,1,60.68,3.76,129.836,7.874,2011,11,25,99,47,11/25/2011
1513,10,2433798,0,73.145,3.777,129.519,8.066,2011,12,2,100,48,12/2/2011
1514,10,1917398,0,85.61,3.794,129.202,8.257,2011,12,8,101,49,12/8/2011
1515,10,2555031,0,50.53,3.489,129.898,7.874,2011,12,16,102,50,12/16/2011
1516,10,3487987,0,48.36,3.541,129.985,7.874,2011,12,23,103,51,12/23/2011
1517,10,1930690,1,48.92,3.428,130.071,7.874,2011,12,30,104,52,12/30/2011
1518,10,1767471,0,80.06,4.277,130.959,7.382,2012,1,6,105,1,1/6/2012
1519,10,1711563,0,51,3.477,130.244,7.545,2012,1,13,106,2,1/13/2012
1520,10,1675563,0,54.51,3.66,130.279,7.545,2012,1,20,107,3,1/20/2012
1521,10,1632406,0,53.59,3.675,130.314,7.545,2012,1,27,108,4,1/27/2012
1522,10,1990371,0,57.62,3.882,130.646,7.545,2012,2,3,109,5,2/3/2012
1523,10,2079540,0,55.87,3.832,130.55,7.545,2012,2,10,110,6,2/10/2012
1524,10,2168710,0,54.12,3.781,130.455,7.545,2012,2,17,111,7,2/17/2012
1525,10,2039416,0,56.02,3.95,130.55,7.545,2012,2,24,112,8,2/24/2012
1526,10,1867403,0,56.85,3.543,130.35,7.545,2012,3,2,113,9,3/2/2012
1527,10,1939440,0,84.76,3.595,130.738,7.17,2012,3,8,114,10,3/8/2012
1528,10,1930815,0,62.11,4.273,130.826,7.545,2012,3,16,115,11,3/16/2012
1529,10,1837458,0,56.54,4.288,130.897,7.545,2012,3,23,116,12,3/23/2012
1530,10,1815760,0,67.92,4.294,130.967,7.545,2012,3,30,117,13,3/30/2012
1531,10,1821364,0,77.02,4.058,131.136,7.382,2012,4,5,118,14,4/5/2012
1532,10,1974688,0,70.28,4.254,131.108,7.382,2012,4,13,119,15,4/13/2012
1533,10,1777167,0,67.75,4.111,131.117,7.382,2012,4,20,120,16,4/20/2012
1534,10,1712988,0,80.11,4.088,131.127,7.382,2012,4,27,121,17,4/27/2012
1535,10,1735979,0,80.495,4.11,131.101,7.162,2012,5,4,122,18,5/4/2012
1536,10,1758971,0,80.88,4.132,131.076,6.943,2012,5,10,123,19,5/10/2012
1537,10,1795153,0,85.19,4.308,131.098,7.382,2012,5,18,124,20,5/18/2012
1538,10,1830939,0,86.03,4.127,131.029,7.382,2012,5,25,125,21,5/25/2012
1539,10,1683402,0,59.85,3.443,130.158,7.545,2012,6,1,126,22,6/1/2012
1540,10,1984692,0,76.43,3.974,130.879,7.276,2012,6,6,127,23,6/6/2012
1541,10,1811563,0,88.58,4.144,130.83,7.382,2012,6,15,128,24,6/15/2012
1542,10,1755334,0,89.92,4.014,130.793,7.382,2012,6,22,129,25,6/22/2012
1543,10,1707482,0,91.36,3.875,130.756,7.382,2012,6,29,130,26,6/29/2012
1544,10,1722205,0,88.898,3.899,130.782,7.276,2012,7,6,131,27,7/6/2012
1545,10,1736928,0,86.435,3.923,130.808,7.17,2012,7,11,132,28,7/11/2012
1546,10,1869967,0,84.45,3.589,130.701,7.17,2012,7,20,133,29,7/20/2012
1547,10,1817604,0,83.98,3.769,130.72,7.17,2012,7,27,134,30,7/27/2012
1548,10,1829048,0,85.425,3.936,130.805,7.276,2012,8,3,135,31,8/3/2012
1549,10,1840491,0,86.87,4.103,130.89,7.382,2012,8,8,136,32,8/8/2012
1550,10,1827797,0,88.83,4.002,130.791,7.17,2012,8,17,137,33,8/17/2012
1551,10,1764984,0,82.5,4.055,130.838,7.17,2012,8,24,138,34,8/24/2012
1552,10,1650286,0,86.97,3.886,130.885,7.17,2012,8,31,139,35,8/31/2012
1553,10,1917483,0,57.65,3.963,130.741,7.545,2012,9,5,140,36,9/5/2012
